"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"html-keyboard-response","414","1797198","0.0-4.0-2.1-1.92","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","85","","",""
"revaluation","415","1801239","0.0-4.0-2.1-0.93","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[715]","./assets/img/ocean/catch/6.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","86","original","2",""
"html-keyboard-response","416","1801755","0.0-4.0-2.1-1.93","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","87","","",""
"revaluation","417","1807799","0.0-4.0-2.1-0.94","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[569,1297]","./assets/img/ocean/memory/3.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","88","original","2",""
"html-keyboard-response","418","1808318","0.0-4.0-2.1-1.94","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","89","","",""
"revaluation","419","1814356","0.0-4.0-2.1-0.95","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[661,604]","./assets/img/ocean/memory/26.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","90","original","2",""
"html-keyboard-response","420","1814878","0.0-4.0-2.1-1.95","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","91","","",""
"revaluation","421","1818899","0.0-4.0-2.1-0.96","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[753]","./assets/img/ocean/catch/5.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","92","original","2",""
"html-keyboard-response","422","1819419","0.0-4.0-2.1-1.96","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","93","","",""
"revaluation","423","1825658","0.0-4.0-2.1-0.97","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[580,536]","./assets/img/ocean/memory/16.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","94","original","2",""
"html-keyboard-response","424","1826179","0.0-4.0-2.1-1.97","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","95","","",""
"revaluation","425","1830199","0.0-4.0-2.1-0.98","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[661]","./assets/img/ocean/catch/4.jpg","[""spaceBar""]","value training","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","spaceBar","true","","","","","","","96","original","2",""
"html-keyboard-response","426","1830719","0.0-4.0-2.1-1.98","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","97","","",""
"revaluation","427","1836758","0.0-4.0-2.1-0.99","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[572,512]","./assets/img/ocean/memory/19.jpg","[""ArrowUp"",""ArrowLeft""]","value training","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","false","","","","","","","98","original","2",""
"html-keyboard-response","428","1837318","0.0-4.0-2.1-1.99","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","99","","",""
"learning-instructions","429","1853507","0.0-4.0-3.1-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","3308","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","430","1874073","0.0-4.0-3.1-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","8943","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","431","1878098","0.0-4.0-4.1-0.18","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[814]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","7_4","","","","","","0","original","2",""
"html-keyboard-response","432","1878618","0.0-4.0-4.1-1.18","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","433","1882658","0.0-4.0-4.1-0.19","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[636]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowDown,ArrowRight","","14_4","","","","","","1","original","2",""
"html-keyboard-response","434","1883167","0.0-4.0-4.1-1.19","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","435","1887198","0.0-4.0-4.1-0.20","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1905]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","2_1","","","","","","2","original","2",""
"html-keyboard-response","436","1887718","0.0-4.0-4.1-1.20","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","437","1891738","0.0-4.0-4.1-0.21","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1149]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowDown,ArrowRight","","18_0","","","","","","3","original","2",""
"html-keyboard-response","438","1892258","0.0-4.0-4.1-1.21","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","439","1916708","0.0-4.0-4.1-2.21-0.21","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","24450","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","8","beep chest","","","","false","","","","50","12","4","","","","","",""
"revaluation","440","1920737","0.0-4.0-4.1-0.22","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","true","","","","","[]","./assets/img/ocean/animals/octopus.jpg","[]","revaluation","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp","","6_3","","","","","","4","original","2",""
"html-keyboard-response","441","1921256","0.0-4.0-4.1-1.22","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","442","1925277","0.0-4.0-4.1-0.23","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[540]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","8_2","","","","","","5","original","2",""
"html-keyboard-response","443","1925797","0.0-4.0-4.1-1.23","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","444","1929858","0.0-4.0-4.1-0.24","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[618]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","3_0","","","","","","6","original","2",""
"html-keyboard-response","445","1930376","0.0-4.0-4.1-1.24","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","446","1934397","0.0-4.0-4.1-0.25","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[464]","./assets/img/ocean/animals/octopus.jpg","[""ArrowRight""]","revaluation","ocean","10","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowUp,ArrowRight","","9_2","","","","","","7","original","2",""
"html-keyboard-response","447","1934917","0.0-4.0-4.1-1.25","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","448","1938551","0.0-4.0-4.1-2.25-0.25","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","3633","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","7","beep chest","","","","true","","","","50","7","0","","","","","",""
"revaluation","449","1942557","0.0-4.0-4.1-0.26","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","true","","","","","[]","./assets/img/ocean/animals/seahorse.jpg","[]","revaluation","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown","","11_4","","","","","","8","original","2",""
"html-keyboard-response","450","1943076","0.0-4.0-4.1-1.26","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","451","1947117","0.0-4.0-4.1-0.27","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[625]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","4_0","","","","","","9","original","2",""
"html-keyboard-response","452","1947636","0.0-4.0-4.1-1.27","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","453","1951677","0.0-4.0-4.1-0.28","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[665]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","1_4","","","","","","10","original","2",""
"html-keyboard-response","454","1952196","0.0-4.0-4.1-1.28","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","455","1956237","0.0-4.0-4.1-0.29","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1002]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","","12_2","","","","","","11","original","2",""
"html-keyboard-response","456","1956756","0.0-4.0-4.1-1.29","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","457","1961598","0.0-4.0-4.1-2.29-0.29","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","4841","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","12","beep chest","","","","false","","","","50","10","2","","","","","",""
"revaluation","458","1965617","0.0-4.0-4.1-0.30","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[2003]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowLeft""]","revaluation","ocean","5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown,ArrowLeft","","17_1","","","","","","12","original","2",""
"html-keyboard-response","459","1966137","0.0-4.0-4.1-1.30","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","460","1970196","0.0-4.0-4.1-0.31","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[620]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","revaluation","ocean","26","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","5_4","","","","","","13","original","2",""
"html-keyboard-response","461","1970717","0.0-4.0-4.1-1.31","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","462","1974737","0.0-4.0-4.1-0.32","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[462]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowDown,ArrowRight","","15_0","","","","","","14","original","2",""
"html-keyboard-response","463","1975256","0.0-4.0-4.1-1.32","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","464","1979296","0.0-4.0-4.1-0.33","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[742]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowDown,ArrowRight","","16_0","","","","","","15","original","2",""
"html-keyboard-response","465","1979816","0.0-4.0-4.1-1.33","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"html-slider-response","466","1984329","0.0-4.0-4.1-2.33-0.33","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","4513","<div style=""width:500px;"">
        <p>What is the password?</p>
        <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","5","beep chest","","","","true","","","","50","5","0","","","","","",""
"revaluation","467","1988336","0.0-4.0-4.1-0.34","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","true","","","","","[]","./assets/img/ocean/animals/seahorse.jpg","[]","revaluation","ocean","-5","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown","","10_3","","","","","","16","original","2",""
"html-keyboard-response","468","1988856","0.0-4.0-4.1-1.34","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","469","1992896","0.0-4.0-4.1-0.35","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[479]","./assets/img/ocean/animals/seahorse.jpg","[""ArrowRight""]","revaluation","ocean","17","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowDown,ArrowRight","","13_2","","","","","","17","original","2",""
"html-keyboard-response","470","1993416","0.0-4.0-4.1-1.35","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","471","2012909","0.0-4.0-5.1-0.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","8213","<p> Time to play the dot game! </p>
            <p> For one minute, click the red dots on the following screen as they appear. </p>
            <p><b> Don't look away, as you will earn bonus for clicking dots</b>. </p>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","472","2072925","0.0-4.0-5.1-1.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","[92,79,155,63,91,72]","","","rest","","60","","","","","","","","","0","60000","","","",""
"learning-instructions","473","2081055","0.0-4.0-6.1-0.2","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> You have almost finished this part of the game! </p>
            <p> We are going to ask you to make a few more choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","474","2097035","0.0-4.0-6.1-0.3","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> First, you need to decide whether to go up or down. When you see each picture, use the arrow keys to make your choice. </p>
            <p><b>You will not see which animal you found, but try to get to the one that will give you the most treasure.</b></p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","475","2098054","0.0-4.0-7.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","476","2099075","0.0-4.0-7.1-1.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","477","2100094","0.0-4.0-7.1-2.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","478","2101104","0.0-4.0-7.1-3.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","479","2101532","0.0-4.0-8.1-0.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[425]","./assets/img/ocean/test/2.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp","false","","","","","","","","original","2",""
"html-keyboard-response","480","2102045","0.0-4.0-8.1-1.4","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","481","2103061","0.0-4.0-8.1-0.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1015]","./assets/img/ocean/test/0.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp","false","","","","","","","","original","2",""
"html-keyboard-response","482","2103564","0.0-4.0-8.1-1.5","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","483","2104761","0.0-4.0-8.1-0.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1193]","./assets/img/ocean/test/3.jpg","[""ArrowUp""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp","false","","","","","","","","original","2",""
"html-keyboard-response","484","2105264","0.0-4.0-8.1-1.6","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","485","2106014","0.0-4.0-8.1-0.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[747]","./assets/img/ocean/test/1.jpg","[""ArrowDown""]","first stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","false","ArrowDown","false","","","","","","","","original","2",""
"html-keyboard-response","486","2106525","0.0-4.0-8.1-1.7","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"learning-instructions","487","2119884","0.0-4.0-9.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<p> Now you will see the animals again and can search their chests for treasure. </p>
            <p> This time, you will not see how much treasure you earned, but you will earn more bonus money for making better choices. </p>","","instructions","","","","","","","","","","","","","","","",""
"html-keyboard-response","488","2120904","0.0-4.0-10.1-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:100px;color:red;"">Starting in...</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","489","2121904","0.0-4.0-10.1-1.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">3</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","490","2122924","0.0-4.0-10.1-2.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">2</div>","null","","","","","","","","","","","","","","","","",""
"html-keyboard-response","491","2123944","0.0-4.0-10.1-3.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:200px;color:red;"">1</div>","null","","","","","","","","","","","","","","","","",""
"revaluation","492","2124498","0.0-4.0-11.1-0.8","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[552]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","","","","","","","","original","2",""
"html-keyboard-response","493","2125004","0.0-4.0-11.1-1.8","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","494","2125404","0.0-4.0-11.1-0.9","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[398]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","","","","","","","","original","2",""
"html-keyboard-response","495","2125924","0.0-4.0-11.1-1.9","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","496","2126238","0.0-4.0-11.1-0.10","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[312]","./assets/img/ocean/animals/octopus.jpg","[""ArrowLeft""]","second stage test","ocean","0","{""ArrowUp,ArrowLeft"":26,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":5,""ArrowDown,ArrowRight"":17}","true","ArrowUp,ArrowLeft","","","","","","","","","original","2",""
"html-keyboard-response","497","2126744","0.0-4.0-11.1-1.10","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
